id,directorId
3043,70279
36665,1032
16246,11983
27977,2560
42448,1222
42449,10713
8327,19032
37627,597
32940,43913
31656,18533
29859,11401
28994,98512
5618,129
19174,164641
9385,105043
28209,88820
1835,3849
70259,18899
10711,9789
19740,1380238
1829,21171
43430,11199
32042,3974
9652,1259
38099,719
47313,1544
5725,7202
38783,11147
3870,7203
1660,9199
133008,3388
6476,6284
10640,770
33324,52843
29856,1146734
48205,112886
46978,15196
26842,9953
42252,33513
73100,460
11558,30027
5651,1153
43751,5572
14336,1788
18775,1762
12535,8555
1421,776
62847,16395
77360,16328
12637,3056
54140,6346
38985,16597
61280,3540
16378,68733
72412,1663
11935,1776
13481,97205
24998,16298
13514,6357
113777,2512
1362,28904
156235,8337
98851,488
29107,2209
45691,58448
11537,719
45695,1136
42165,1718
33701,6626
38438,41553
10654,3557
25264,1097
19827,8271
18966,3526
30636,1154
33665,1
45169,294
15717,796
54663,5167
80310,35479
179798,55189
64353,3838
114516,1527
47542,2724
86295,109402
149645,18899
23615,309
13633,134306
14087,1965
6341,1729
27679,175676
7012,38774
20545,25210
23096,1157
15251,4668
17435,1
78177,1729
11948,46326
15716,18897
29173,1
32689,11883
21356,112886
42115,1376
232,339
42116,3990
30707,6448
12633,109893
47892,797
19258,13521
22998,2031
15301,1965
29140,1724
28054,6008
11609,3904
9041,21440
31939,4415
63418,1213
42086,1968
13189,310
48677,126620
30278,8376
46088,11401
19596,62410
1884,19544
19621,21069
10179,119294
47874,3866
113784,93
108241,1767
27102,22558
47359,511
27414,26760
33138,33008
25425,6360
8221,78157
17663,11401
8868,95066
29903,3960
92802,1203
54407,6818
41243,88149
12615,86293
14029,63943
10372,35089
40929,20897
67342,70647
9056,151
27064,4614
51878,1262
62429,97579
10176,10316
9080,20849
18502,947
31600,109402
41205,608
30069,10759
16082,4525
14670,51808
9318,56205
30653,68774
26555,3317
47340,57147
10570,17281
42021,10367
65326,11401
24657,37
53157,5952
41480,86290
36677,369
11471,1099
21733,6750
17421,9152
22572,16767
49964,607
41076,10714
4043,16590
27342,2089
2172,119294
8852,10593
30421,12180
60631,547
96333,15488
49815,594
18305,5488
92663,5397
8677,153
26369,10781
11513,1357
40844,231756
49314,17279
41959,20640
16296,8349
13192,1551
18917,21404
116345,19707
48309,37
93457,3769
41967,2871
47795,4489
4271,151
41949,4670
114524,4023
16859,64903
38695,1035
2927,44740
41939,59023
85556,608
119324,1729
26936,3393
25943,38689
71373,6210
9768,7728
11909,21378
60778,13585
27274,141618
110838,12869
10485,1078813
9569,1617
22189,35927
71805,32347
7975,20836
41821,47634
21344,92561
9399,102429
31597,18866
30017,65957
11131,592762
14571,929
21168,24173
59058,12964
1662,4610
6444,1808
71642,608
31923,59913
20562,64508
18311,4023
48448,1213
1483,607
41783,2209
28553,37
58648,253085
36337,20789
68773,71466
25330,26731
22423,119294
4539,3862
22792,1505909
22828,19687
12776,9752
31696,69805
17467,17268
36351,18267
47252,7708
34376,64037
15080,1175807
39233,1336
6463,3119
14362,64992
5048,153
9588,41040
41792,16767
25674,62043
53688,4023
21338,4058
123778,12964
94666,294
41804,636
147164,3960
23438,1336
215993,7228
97044,3027
29904,6011
13995,1633
11198,19707
41678,7623
75145,2873
186809,851
19143,1017996
27381,7903
45145,18844
11621,64901
47714,168330
19087,186
40082,2045
36288,3393
38143,16767
31962,31621
22590,65314
41777,22159
48150,35452
41778,3027
40213,43527
83761,73143
34683,114678
47350,61950
25684,608
5051,546
14135,1361
18817,36105
27678,85919
83599,15218
16437,34517
251732,6100
17811,19319
12088,57607
96712,20898
48706,76367
47105,16767
30366,4952
19371,15262
41661,17556
35610,10948
67595,28283
12664,1174
7500,1307
20339,88916
11143,78021
5187,403
13519,1251
32764,1596334
26877,51966
59051,1718
18998,85
18392,116018
8983,36051
41578,49808
17796,371
63097,2838
17809,21981
271304,561
18837,49361
11067,20023
10486,4844
58416,1129
35977,55916
19223,4379
54804,107395
18674,58614
152426,3027
57221,1002
26830,126303
51038,112588
30718,1459
37797,933875
37062,43222
18665,13674
12613,2294
21846,75510
16233,578
13063,2294
37563,10847
63054,81964
41343,6583
27318,72620
16003,17282
8214,21136
30330,22120
29927,69253
48709,936169
37431,29692
100167,42
2061,18308
11210,67752
148478,57082
27994,9777
2460,4918
12254,10949
55902,4952
74097,1484637
16992,3904
9956,108344
36702,4020
134458,7418
26124,135534
9092,2952
18415,89133
17629,226613
116008,18209
37517,64992
37673,57052
26103,113337
44641,16821
8765,15868
9845,16767
26644,25468
36221,5981
26215,4022
64559,21183
28123,5288
35638,21492
9732,4586
86913,939275
30983,1657
5470,24050
10213,151084
19846,34936
50008,12183
12095,148011
1283,12252
35016,35736
95136,88448
44625,17496
36282,3686
14533,55117
9812,65360
41992,1048448
88421,5125
8697,25735
22140,87429
7096,5026
21039,1307
19850,59
17263,77465
344,7588
15805,49361
14439,20024
41227,113515
13428,7202
27260,114678
11508,151083
67899,84554
36105,11873
47186,83524
50173,20665
57644,11371
46817,146977
45935,4952
47060,26882
84002,14469
9943,1132116
23356,550
55257,63976
2487,2380
38821,38335
10429,119294
17985,2725
21210,69805
54860,607
9597,14999
21644,24953
5511,56210
12485,116018
49745,25236
62825,48971
17074,548474
18491,4023
175739,12477
13777,6615
11854,17089
87489,107639
33491,107563
12619,107563
39927,42842
24272,89465
29587,4614
3716,17784
11944,10949
21348,6318
15319,71056
9011,49606
2332,17282
54003,29415
20882,15663
10205,109402
40476,42804
18394,436
31774,58614
35735,69237
38203,55116
19362,1039158
5458,4016
31161,122348
65296,206549
32067,67935
32306,9200
66668,54590
72490,25236
10482,673
107942,68991
28031,1126
54491,1012
110147,55299
15653,1193
43423,35736
12480,88916
13439,85637
844,4275
29512,87055
97206,1048458
101338,18250
23985,7067
2463,703
16874,463
274669,239073
32166,212
204839,144014
38987,225499
9439,10099
52666,17083
71138,1114
39872,5582
53048,96855
22616,7737
20160,13247
28943,102560
16234,18897
82550,5628
11599,2952
33253,1307
11075,64726
16171,12180
33355,2034
49671,5672
15917,223275
10706,10230
36246,949
17208,144014
26245,49361
62529,46366
467,1979
25988,141197
73952,108022
19738,22161
16435,4023
26014,17004
45418,12684
15024,1170415
11366,5917
89823,26731
10751,982586
38294,113736
18836,1113
10757,68804
55256,17282
23160,3115
2899,91046
44756,57302
18088,238123
31010,2065
20536,19595
3577,111083
27259,21467
19448,81078
14923,853
32248,2678
47115,803
2440,19837
10836,78916
10955,10108
12900,851
37998,1128
10978,22323
81540,55251
40096,87780
11847,1589
52999,2593
41714,83524
11056,22007
27967,17282
919,46802
57558,71280
13437,17282
55852,6295
211,3904
10046,305273
27245,130987
6382,45846
36243,33405
45538,10099
48843,80047
22242,12453
50467,82829
16077,54974
58255,67075
2191,44886
11553,44070
29832,22120
10726,998
57100,56854
44793,35927
35110,561
9298,994574
89591,96657
13899,116018
437,703
38901,43635
37712,33315
37266,88862
14809,17208
27324,93561
33625,20646
35583,13861
35848,9156
4592,11275
71099,17134
9025,2121
2111,32035
14752,183
11178,22461
10943,20310
125842,20310
100973,109891
23305,448
21707,45996
10981,232804
10918,13371
30839,93560
4612,2214
36222,59
33068,5696
13984,7360
16184,56965
53244,5996
14868,21203
36353,96902
97754,31072
11427,26767
18072,153
4689,1361
16209,101432
45379,1012
18248,151084
8441,1072046
12720,5981
21041,2419
5552,1357
8325,47059
10077,4219
11430,1417
31076,35738
28730,608
40432,5550
26955,2380
23986,405
4326,80577
16132,71049
36730,72496
55496,66125
30806,38527
20164,20648
38970,43
32526,3027
26491,126939
15271,5908
45572,17209
22076,109070
16973,969801
55931,76936
12703,2
32250,81355
44203,474
46814,37626
9282,7439
5844,5268
61485,20310
10891,10099
25334,6318
12540,227732
60672,43
24241,106590
11556,64966
49007,1321054
11197,584335
14245,17282
27079,73663
3177,89965
19277,1461
11774,2034
10855,83664
16765,4020
4972,102561
54764,20310
120360,4584
20162,14598
2841,59
11606,21903
189332,403
363,92554
12140,3388
4254,7746
15370,231537
16635,2160
23520,63479
1418,49555
15990,4934
11492,1046
12496,640
17457,17083
22618,25236
29987,190339
10361,21903
36763,82418
41070,4610
14527,460
12542,474
32276,7067
100594,66861
14455,16294
25757,1305
24092,15508
20357,298
21200,120871
40876,2633
95536,46861
11838,69359
670,225952
25500,78268
85873,31652
12583,1528
21513,137442
12608,5987
14190,1357
49681,933761
9694,5281
12802,45996
22537,1317
9667,41530
13373,64883
37209,6802
10304,65915
40823,40608
9666,6198
13371,19236
11049,53384
9316,19416
11647,91343
1913,4319
45693,589479
2539,113370
15177,11
14770,56381
5528,141197
10105,5854
38398,47927
1114,21905
179,2215
83,17132
12653,1348
32233,110203
55177,51521
14310,223418
24860,96200
26766,16377
24747,4023
4836,4232
18711,23406
11190,40
37918,190
11866,2087
12281,2027
10320,1808
16427,13980
30973,17282
12086,71174
11420,1788
57337,60981
81792,4387
3396,14972
1404,666
62276,15132
464,1307
40974,510
59196,3189
20912,10221
5889,1188
1126,3358
10296,2997
11658,8387
20544,1576
11401,52035
19423,4023
31781,1251
9483,9042
1392,1262
1843,3274
33102,4584
291,71174
88138,71174
28105,30146
5460,29632
51363,186
16843,2043
4896,59914
8357,19509
24674,16854
3509,44679
11662,2949
10103,93019
33150,80728
13372,3274
36678,3148
21754,9103
23319,177437
41171,20773
23592,47773
47614,8403
986,1051
70,30285
31713,21278
32041,16919
55309,40
38724,1966
12487,3255
56616,24219
205,1590
150523,5779
46761,22061
43872,2917
5183,5632
28055,6728
12597,2720
118,23799
113213,69719
62143,18609
1280,8337
88288,31074
421,5593
2567,18320
9833,97646
6478,3351
9692,40460
1901,105153
693,11013
842,2005
9953,23306
11162,5736
54291,545021
57564,228086
15401,16384
14604,5811
26275,65865
15045,7651
42420,1938
1853,30099
11804,2042
19803,816
11354,1690
41613,793
61049,3850
41384,3850
14677,52049
61988,63943
93462,376
46021,4140
40881,894
147747,21305
47876,27485
43150,14520
66600,109356
64334,8623
75976,4378
69234,12455
43442,224
25033,3805
21259,6890
33766,74879
220690,3098
22301,15254
21030,3637
79008,3356
120328,40260
95466,7689
26426,4345
18627,1498
39472,2662
34326,43995
10630,25142
18927,10109
42257,6887
59143,6605
74122,15384
58097,3700
25350,672
16442,3722
7229,4023
12576,3393
42223,23799
20719,120
16220,2710
23832,1317
54794,16854
33475,10704
33472,25645
33477,4232
10609,92905
2091,8346
11633,126462
35031,142857
12127,8217
11626,4352
13563,17792
36430,205639
9947,42370
6439,3027
7214,2725
43504,710
24749,4350
17657,10153
32546,96748
42390,1664
26488,5135
61477,6818
27429,11423
19610,59023
27549,121760
43892,16228
8422,9732
11373,1664
989,1941
43779,4001
49696,1788
34778,91518
25970,24996
100894,663866
44463,8344
39504,11676
14883,58162
11423,1113
10694,10930
16410,3599
26581,64886
342,550886
613,3358
273,7879
8978,185
11637,18897
12142,26760
11096,1174060
22559,1197567
8968,1528
6961,73161
31165,339
2517,112078
11413,6220
24962,8220
17978,9645
42729,39819
56655,39405
22383,49605
43801,64998
30923,834
41851,233331
58918,22151
11343,2289
661,8619
10310,5981
36851,23543
147882,9080
27007,20294
29259,3656
53200,213549
55624,126620
2436,2500
20196,3253
61144,2891
6317,90139
68822,18356
27430,3356
43141,1361
135473,107668
41968,581423
34090,29747
34561,42291
45174,115309
16638,72801
118075,19711
42011,8864
7454,2663
70498,1788
63617,10639
23132,243
68348,3776
37198,834
4935,2490
8953,103511
10951,3599
42845,30459
193704,229931
41569,4387
8488,4023
13682,1650
12228,4410
32588,72891
57825,1259
561,4350
10214,11037
17880,38576
8340,15525
6414,434
27202,135678
1942,1116801
61574,7414
21433,518
52778,24996
19119,159
18279,62
10636,5713
123452,8427
3040,192
18538,8217
125953,3945
41475,9154
44875,566987
43128,18609
42641,50651
39179,1064376
13498,157879
29993,16601
9470,21678
36867,41550
30698,183055
12721,212687
27042,10031
37232,2319
19765,55690
125109,15378
37527,8619
43492,348
29578,18907
2926,90864
54302,33883
4710,14255
26243,11435
10568,1927
52943,2090
25103,19939
5204,276
89065,5369
4974,4165
30331,1657
258,11528
8016,3317
37601,74396
4235,12120
31532,77709
34614,5917
51177,589163
16186,279107
10012,124281
65967,666
281189,17130
10022,1012
4551,58608
30856,9054
26,5981
2026,3637
9928,9836
29735,4018
76264,59971
15771,1243
76804,146745
43912,1296
82432,960
3115,7312
6593,6818
116698,10469
63115,67632
76403,14957
87169,16538
34093,239605
38148,87014
77041,77300
167087,8500
34196,11435
54380,11593
15443,4645
36815,3249
111017,8504
37598,2746
40957,3358
33539,10249
41749,9055
88930,1776
31835,30683
60966,7449
85926,532227
1918,3788
20511,18598
133382,92831
22377,897
1093,16570
45212,18627
12622,1099
25283,339
18047,96369
15018,627
438,608
24546,1843
57953,149
64022,2916
42222,5629
11297,36165
11196,30008
33431,1150
18770,80488
37988,55785
40916,77058
42837,72709
1589,72432
13374,547
9688,26760
228890,3454
10040,9749
11638,50983
540,88953
77120,183
48463,18598
45218,92733
44540,1733
21666,1134304
23916,41670
52277,2294
32208,1981
44634,6794
84298,90425
76499,8384
43865,1588
48598,139558
72847,35976
93313,11369
32078,11983
26038,11558
45694,798
43029,8217
42622,557
27495,3778
19884,3252
47007,77058
37748,46436
52302,20849
24922,130405
39327,9567
55563,597
86458,96427
22434,9904
12778,88458
42106,102429
16198,235647
15283,32804
158,6295
1772,71416
5996,5398
53939,39516
19665,17394
36006,1259
73604,68424
16301,5970
47002,20316
14573,1174
18774,32375
44154,33085
28448,254234
38155,3806
34282,1745
27030,1081564
120129,4418
22595,2725
42994,2795
19545,9836
21131,87238
47237,69042
17592,40
17113,15603
187,1226
14177,3386
11399,19789
23638,19789
7364,57229
11431,27517
52796,3376
45824,32134
27271,5763
51945,91250
51104,2725
16551,8452
26332,2088
24964,116583
42229,69538
45220,2380
52663,4415
49565,87130
2029,11817
44181,16830
24619,33880
70926,33156
37214,2949
26774,3562
31944,2657
85673,6685
62637,51808
94794,46230
50435,10783
42617,43995
13524,13273
31219,20025
19971,61772
47406,21678
49225,64755
42691,2763
9674,70
3875,971
24182,18830
38770,1844
74948,309
14689,83736
69321,491
31321,5188
26638,8422
37512,40
9653,1917
42637,865
19673,126125
14842,6740
27883,57895
41115,14944
32085,5029
43824,4065
41954,18897
42611,4418
54156,1872
39225,6584
30204,12455
40633,60545
4595,52159
26182,2952
42260,2863
31442,598
775,51657
36971,1593
50183,109695
7342,44847
45267,140151
33641,71797
13618,898
9636,60545
32128,495
36984,24
48580,455
36843,519
18871,19224
69069,6490
45713,12145
104193,1657
64167,43317
124083,3435
68528,3454
185987,58211
34595,11436
39851,8461
45161,793
84084,11528
84087,3525
7453,2761
15961,4065
6183,36965
8220,2748
35170,107668
20187,8969
38151,9062
20628,57730
43003,68573
16250,124971
10065,29808
30863,9894
49920,4379
31065,3358
22033,82796
37992,42002
32850,636
68883,76349
43379,55152
9393,43317
16972,2036
21325,116583
13409,1055778
14287,2763
24363,6414
13073,13848
35384,68357
113178,5125
8976,42
27360,1760
29078,81107
38717,120969
13020,59
11679,16435
25007,47059
1495,30634
10066,10751
1640,3393
67445,9055
11171,1188
14750,1
43260,282
11799,1720
53116,7202
24444,4350
83995,225244
42626,1528
43881,5028
46594,1270
43344,15194
26614,11036
133750,18899
16902,44916
41131,168290
31414,172
40730,3148
15318,1188
13384,3923
48993,8504
9463,74878
13163,947
26810,10758
20625,6346
1566,2487
21997,229374
30624,96371
44658,7202
48130,457
27233,2888
41386,35689
24078,153
43271,1527
26541,1254
63066,51116
37720,90583
18050,2445
155325,2294
31819,3559
14672,4952
11628,99710
10913,107490
11605,4391
16976,41535
38643,3965
10027,6044
2444,2545
43429,18604
19413,1045
11139,67213
10837,6452
32610,1926
1279,7647
1895,5735
9981,1113
4379,45996
31200,6411
37215,32502
56946,23485
11019,466
28423,131679
14694,2327
20271,403
29872,7800
85014,8221
34856,36591
46112,599
27,135
16373,23590
25649,41040
19398,31654
100605,29595
43506,1259
953,2430
16605,1589
42268,3788
13064,1357
14358,2245
26825,35145
12700,3722
9291,1744
19316,2995
34309,4349
921,4065
9779,56533
9787,72109
16932,63983
23825,7623
787,14431
14199,3351
10226,6654
21295,2663
20651,4123
56321,37
9528,5506
12109,3643
47945,12804
13935,1109533
20941,21440
18289,42301
43471,11036
65579,5344
3011,67164
13589,4664
11620,8619
43354,792
272,59248
5845,1504
15767,16465
44524,491
15648,1095
9709,18604
29080,2704
10274,7756
45881,18525
25248,23397
11451,1023674
25312,74097
11683,493
9722,7397
2287,583763
18497,26267
47924,3656
43888,2949
2994,673
76094,82839
1382,6648
9534,5628
33908,434
14653,16489
9976,12119
276,1744
28000,30123
38731,44809
25876,1498
93775,17520
25426,1136759
38046,1962
24703,6390
2151,35320
42491,2001
102841,4082
42488,87086
120747,2356
26323,6422
12574,234495
115565,17520
22968,6482
31901,1307
50536,14838
15719,7664
28455,474
15938,40864
2095,2215
18503,564
20914,2325
22553,1262
26762,6525
34308,4950
43809,1721
11588,550
74,37221
16659,14957
39464,6491
28270,9248
4889,32327
1667,7652
78293,3751
100196,72516
13014,4769
18257,123017
7233,16590
78344,356
73376,130145
9009,118180
1553,85446
9738,330
14278,18897
55650,96631
125360,35738
9522,4127
14922,81285
77593,9904
17599,37360
28706,6389
48232,120899
26654,7624
1826,10218
54858,2445
43100,2545
36484,57454
21886,17246
84079,3923
43367,1720
21115,1999
36401,2545
38530,3055
38516,74062
14646,6818
10476,27213
11309,7018
34012,85496
21366,9217
31063,3358
33693,41709
1635,18578
13341,1099
1696,1043185
1665,13023
9775,33880
11459,3831
10048,229002
11648,6888
15258,11454
123049,1175
42719,11036
41776,4500
72899,2765
57866,34954
10542,30410
12497,15870
5237,7703
32242,880
37632,67813
16320,42128
19112,1504
37640,93002
193661,869
12259,13284
308,69393
25074,5520
26935,6026
5319,4495
27449,17387
85783,10079
39946,10051
54139,298
26579,64227
40254,2774
18882,8311
42689,8311
6519,54349
13919,111343
25956,3353
1444,2335
11453,413
9913,3564
8292,10185
13922,88497
24461,69538
14166,56739
501,97864
31542,80691
28201,280
18165,30522
27292,34112
57103,56208
37204,5017
41279,1782
32051,68602
37284,3953
37254,67966
18976,405
42741,59
17110,11152
25975,8376
17824,4023
11328,2963
108348,16449
15907,12942
68850,2952
46825,321
22965,99496
11848,139743
34921,93133
37270,4085
27217,2439
25199,54767
53857,77104
306323,24357
52660,81537
85420,1098
43313,2952
12147,942084
31977,85840
6957,18897
1917,4103
79684,2774
16764,18897
11460,3607
33459,70
14674,8635
14134,7773
19404,1259
42034,3351
35304,98538
94529,11572
445,21918
74840,11036
9564,3960
102081,2215
21290,9545
20874,68602
37185,19084
17186,930
14175,4023
4442,18695
59882,79453
22741,6818
44413,8622
65513,7737
13169,92933
9042,8426
17926,129825
15022,68602
1985,339
9335,510
56214,3081
9007,224
9777,970
1830,2053
7182,2952
10092,4352
340,1423
1546,57214
23703,9663
47488,5070
15155,72024
78734,138
51277,2214
61675,24
59704,36903
65215,186654
36832,13900
17386,107821
16374,1038004
14759,10948
121043,4410
10753,68602
27053,471
30230,11920
11636,42
44407,7314
43529,1361
22575,1091
14286,1106142
61044,10109
1676,1357
27645,1126
34181,2774
26259,1884
77744,7800
8814,1032
9923,227134
7553,1259
8202,2500
3118,2545
2125,2952
1947,577
9074,153
16133,77831
10319,6493
28001,4834
49220,6318
17584,62020
42168,2324
29656,14284
8643,323
9315,7758
3933,19352
8923,2765
59,21029
257,43145
15487,67864
398,3647
18651,1784
30941,899
10254,10747
647,507189
349,66212
14544,9062
20668,2952
11968,944538
27176,2483
14517,278
88286,120227
33623,1461
31227,50567
120515,4500
36909,27213
56518,4350
17209,4584
10087,31123
11627,234859
34870,91585
533,2031
10703,20268
5236,63709
32237,82286
11344,22143
9060,307
31056,62157
43807,5359
14788,1061
5471,20692
19082,376
46315,227945
45799,286
36498,1070658
9763,112002
30082,29
56475,2127
24019,550
15058,5026
10017,1931
10475,2166
1559,1091507
20674,78615
3527,6335
27974,1259
11931,1259
32990,123
17010,14536
27759,1940
21838,88820
12612,3560
26513,1497
43110,1504
10707,13809
9910,60
38583,17282
77468,3098
15493,3100
53864,56195
142,42
56778,7337
9621,77162
9701,5776
45899,597
3291,19457
34662,1650
12920,112132
56798,69488
20853,11529
16608,35328
25517,4018
16430,871110
24408,12995
791,153
19965,19953
38828,1025031
33241,11
53935,460
2610,121471
21246,15880
9729,1302
15276,1544
191599,29662
8066,10790
18428,7299
1656,29662
182097,10178
41566,21508
6963,16767
215,54767
2313,5656
45967,2952
37124,103489
16729,298
178469,2952
31718,16767
226594,6335
10915,16767
5335,592702
9993,2952
8274,4584
25918,474
29111,2325
20128,6891
26845,5549
18994,59930
12617,558
10799,6648
42000,3317
36102,12869
3554,293
14897,2952
1951,366
68013,283
16022,34375
23196,105866
25763,1259
35580,2952
259,7487
34207,884
32117,11993
19354,7404
28170,101444
10851,1302
16231,546
81220,1215
25,33485
105299,668
15083,234422
9982,5246
13994,2654
73473,7202
12877,56712
11661,70632
5620,124919
23220,5629
43440,20034
39261,235496
54801,597
28667,146949
38761,18854
7974,1046
60409,793
44389,3647
10060,3347
46917,597
10033,26488
231,543371
59388,3605
41764,307546
28212,3377
68098,161
8999,2045
8555,1095
4348,1213
47540,491
10064,15347
125300,122
9885,4358
9392,120552
47473,59879
20347,816
14837,7449
674,114678
24625,14088
69,97579
1833,2801
44163,9603
65045,598
46591,14392
6795,66130
11421,69719
7301,517
108843,77571
16156,21962
24618,6889
1420,1152
9005,2663
13499,1931
17952,3965
7548,1263
20436,491
7010,20371
6529,636
20345,1188
15184,1188
86666,1188
24223,1963
3124,3249
8425,59
44710,10601
2153,6855
48121,69646
42489,44886
116,46861
35124,5840
43176,27849
5741,491
20416,1214
41189,3905
19215,1886
84090,4500
61340,495
253250,4952
67,284
64972,382
411,1357
254,24970
1904,13833
9043,226553
2008,1378
21454,9309
42687,47650
27915,56135
14695,32169
27031,7879
55396,945
917,105650
17595,10499
43322,95501
43118,8923
19058,3248
36826,15602
22908,10722
42234,8843
9515,59
16151,60438
29595,189950
9721,11803
20858,6410
35896,74091
80316,213341
23478,2916
92272,11036
84847,2578
43812,3601
23606,27920
2777,67426
25651,4341
25650,85309
8290,3175
17382,5811
8053,19003
20003,67
43350,10099
11466,107571
21040,107639
13653,108497
36775,68358
56373,9791
612,853
9899,2289
546,37846
2800,16730
9641,10537
7552,55117
9927,59
9681,32030
10773,138
18840,7413
18189,851
4495,770
22014,12100
18614,61386
22975,1015234
10597,68602
88953,13
10809,69661
13925,243
9687,95066
33081,4027
20546,20326
20530,9062
9568,7753
43899,607
107667,1650
18809,2523
17835,18897
6935,9062
20641,20412
154105,5393
66192,1188
11400,11528
37910,107639
90967,14599
13669,323
60566,18758
30095,18384
16665,3148
63395,89166
43355,12989
14241,142502
79406,102429
92285,3121
42269,591600
38785,87510
55544,17282
4550,52609
36380,3079
68646,83198
16433,1075
30669,1497
78315,116155
44345,93561
46041,123
21735,12453
6934,59
174865,377
34081,172
10045,10153
168705,3569
1690,44950
9900,76627
9044,72401
9918,35155
17379,1972
10982,21713
25608,376
834,2236
25890,88458
39345,1008379
44940,43
26782,7124
37865,2662
27742,40054
72856,76381
4772,2432
14226,12863
2455,13981
12701,91610
21519,7123
27622,27676
43626,561
16553,3454
25652,64140
45802,74566
39788,8741
12517,201
65891,2748
24580,3620
11246,557094
49683,968
52728,1650
23957,17520
49653,23506
27344,3358
7295,35501
78237,19952
29952,67054
28638,1927
14942,19711
7509,41535
24269,6159
2117,2949
47250,2916
36768,14606
29040,6818
9912,11382
24163,2043
1969,1592
31858,897
8435,31
34187,1213
12116,585272
53367,36
38349,376
124484,800
45759,9426
11183,53332
13275,122
11565,376
11283,1307
97936,531
19416,122
17,7554
27568,77493
27629,4955
45726,25236
33117,6891
108994,112588
54227,2484
25167,34920
16452,5714
61105,2001
31894,552
9286,4352
86168,4066
15363,20703
30712,3560
31416,48069
292,1186790
37631,20024
77291,3428
196918,37021
1544,500
1651,1113
33095,7200
33799,6044
42328,1484
31432,339
61559,2623
20981,5508
12096,30422
33061,19172
5145,70558
9975,58048
9754,84982
36495,3249
52612,15189
23965,3108
29269,16767
10053,88912
10263,4345
7515,4292
15675,546
9959,138
14256,1927
9036,1927
10073,113807
7304,4219
16781,13703
24432,26726
9920,64992
10025,10092
9682,16595
17700,40549
2207,70632
14086,844
14887,1263
44435,2952
18747,19085
9756,74295
34581,3589
6877,10346
14609,10346
950,67168
10912,2291
9968,6818
4173,6818
43386,42175
10116,93
113479,1495665
18493,5776
16791,3620
7483,144808
20442,16639
15590,62056
1967,905
752,11036
9655,8383
9388,67367
9950,3850
388,19707
868,57282
14191,2507
25874,4578
18009,53640
19286,2331
19287,2888
18011,175033
114875,15218
49781,9545
9648,1039544
1379,53228
62719,700
29481,29662
9792,58117
10067,321
55676,27224
11573,17277
46828,30022
35555,6163
582,88857
52885,98164
143223,348
42120,37259
88811,2996
669,32463
49361,17144
98864,2361
37939,664
32052,1060
34732,12936
12763,859
56935,24953
13222,3526
42112,64355
48764,6345
1561,21958
31289,12160
186,67372
8410,12677
51311,2952
21843,2920
219,132452
65873,37
13751,132364
52345,3962
53961,20660
10292,1593
15639,25161
10069,3049
43887,3637
3093,709
9270,2073
11291,3486
28349,57212
10177,500
12591,71174
18045,68
16070,67
11348,1188
13960,135
41263,1325
9035,4504
9957,68
30139,17503
9389,13246
460,2656
28752,3356
19059,15218
8998,6995
44947,819
13468,72496
20521,21223
25428,6949
53296,122
79363,947
34193,898
4441,312
84954,56349
11490,84931
11304,970
55368,83070
18276,7879
26514,3956
4257,1271
2652,42304
19592,1151
1629,83784
17111,8496
9526,68
19126,33008
80556,125796
39045,1016305
27201,9103
5820,4023
19661,16830
41338,109186
9904,52405
50724,17048
588,77121
17247,285385
9310,1302
48369,16447
18858,909
35545,1296
1557,12865
16367,4345
17131,65452
8982,95568
956,9062
36253,28
31506,120
42512,887
1416,19303
9530,136
9829,36
10115,2920
560,7647
5717,1259
41292,125543
14384,6031
28432,51030
19719,1776
10008,12493
7870,270361
34019,74589
7518,1869
9786,17556
503,2545
591,2439
36668,153
9767,931
13689,18596
18164,8862
15013,146801
21014,13802
920,57618
18484,21587
9700,1724
14167,116018
12261,5125
59892,71660
15264,8563
20330,1035
44126,1365657
55418,27436
101908,82769
12766,10790
15402,20779
26116,28399
32446,9021
80919,3356
15366,51516
53905,14448
38344,1336
806,1504
20021,5359
9353,2519
2044,2043
9339,63801
20945,1073
122271,2357
50254,7647
28249,14675
350,5287
58,5821
1819,2307
2295,20611
9697,3056
4474,8635
43240,3276
30022,9027
28673,172
20556,226095
4962,1255
10007,21845
1887,5215
1841,1570
71762,85434
13508,77599
1611,1927
48693,40613
1781,65237
43155,85076
16270,2725
8997,74971
42003,11593
63100,2490
18404,4681
51571,2765
16074,322
10947,1497
71769,1222
34787,703
29138,3358
17628,1032103
8443,12110
18553,2027
26567,6593
34186,8500
17021,945277
53231,11401
22747,64992
27320,21916
17741,116330
25563,16403
146322,4415
43147,434
7549,3356
151590,9064
41796,8514
9615,457
9513,10108
20604,16830
410,101974
31692,1744
25509,1760
31998,24
9917,47204
10770,589507
4375,4401
8008,5015
60269,72646
51303,894
1452,471
43654,11409
7872,37
57406,4023
18191,6410
14474,8623
773,12145
16429,5787
19999,89843
126090,8386
36576,12833
33005,4023
36762,10148
19676,20801
10308,105866
34380,6545
19972,1045
21631,29
35955,28233
41214,6114
1164,31
71282,9834
72881,11572
9520,67
42839,8502
32740,69099
13141,20700
31915,96369
45817,70282
43838,222298
31463,3148
39083,68602
11554,90
25305,60804
35199,736
15383,2763
47850,81219
9072,108662
43903,5362
43600,2860
73907,4500
27716,5785
54111,2108
9727,1940
14120,1297
76344,27937
42636,7718
